,pos,val_A,val_C,val_G,val_T
0,0,-0.00033576045000000026,0.00024810035000000024,0.0004246247500000001,-0.0003369646499999998
1,1,-0.0005859535499999995,-0.00019337354999999834,0.0001515816500000004,0.0006277454499999973
2,2,-0.0008013466500000012,0.00020338555000000026,6.980695000000035e-05,0.0005281541500000006
3,3,-0.0006564521999999988,0.0005717374000000005,-0.000868234799999998,0.0009529495999999955
4,4,-0.0003408102999999983,0.0005011909,0.0006016642999999971,-0.0007620448999999983
5,5,0.00026632710000000054,-0.00017265970000000032,0.00010203730000000091,-0.000195704700000001
6,6,0.00062538895,-0.00023455585000000016,-0.0008666734500000016,0.00047584035000000115
7,7,0.0005079463000000001,-0.0004848798999999995,-0.00015015010000000035,0.00012708369999999973
8,8,0.0001570383500000003,-5.6578849999999815e-05,0.00033252434999999936,-0.0004329838499999996
9,9,0.00030003485000000037,-0.0009077553500000001,0.0008257550500000003,-0.00021803454999999976
10,10,0.0006478708500000001,-0.0007937469499999997,-0.00048113074999999925,0.0006270068499999986
11,11,0.00013386009999999924,-0.00026741990000000017,-0.0003719750999999999,0.0005055349000000006
12,12,0.0004943053999999996,-7.890800000000074e-05,-0.000654543199999999,0.0002391457999999996
13,13,-0.00020024274999999928,0.0009679010499999978,-0.0003820989499999985,-0.0003855593500000004
14,14,0.0005608933000000008,-0.001116890100000001,0.0006773575000000006,-0.00012136069999999963
15,15,-0.0010507821500000025,0.0008420400500000001,0.00011318365000000027,9.555845000000192e-05
16,16,0.0005073710000000004,2.365600000001982e-06,-0.0007360870000000003,0.00022635039999999737
17,17,0.0005157795499999992,-0.00015936124999999923,-0.0005483584500000008,0.00019194015000000052
18,18,0.0007996610499999987,-0.0008087427499999996,-0.0007684381500000002,0.0007775198500000007
19,19,-0.0004561151499999988,0.0003728792500000004,0.0008240258499999998,-0.0007407899500000009
20,20,0.0008127066000000002,-0.000907671200000003,-0.0012261610000000019,0.0013211256000000035
21,21,0.0002867901500000001,-0.0007473346499999997,0.0009608423499999998,-0.0005002978499999992
22,22,-7.557774999999983e-05,-0.00017821615000000057,0.0002750934500000001,-2.1299549999999477e-05
23,23,-0.0006724071499999971,0.0004423116499999977,-0.0005197639499999994,0.0007498594499999984
24,24,-0.0002057768499999996,0.00011700095000000057,0.0001674841499999985,-7.870824999999935e-05
25,25,0.00019179255000000055,9.706854999999977e-05,-7.740625000000011e-05,-0.00021145485000000032
26,26,-0.000560308100000002,0.0006332708999999992,-8.620269999999844e-05,1.3239900000001188e-05
27,27,-0.0002585082000000009,0.00038197980000000034,-0.0006553854000000002,0.0005319138000000001
28,28,-0.00010114510000000025,-0.0009702206999999977,0.0008013444999999981,0.0002700213000000005
29,29,0.0005567684999999998,7.725990000000119e-05,0.0003523835000000002,-0.0009864119000000007
30,30,0.0004432186499999999,0.0001912090499999997,-0.00010640054999999884,-0.0005280271500000008
31,31,0.0007667492500000011,0.00035439224999999947,-7.639594999999977e-05,-0.0010447455500000008
32,32,-0.00031270455000000015,0.0007849364500000001,-0.0001275909500000002,-0.0003446409500000001
33,33,0.0005091591999999994,0.0003786663999999997,-0.0006681252000000001,-0.00021970039999999954
34,34,0.0007285534999999998,-0.0009106024999999999,-0.0002423284999999999,0.00042437750000000004
35,35,5.530550000000064e-05,-0.0005077995000000007,0.00015567610000000076,0.0002968178999999995
36,36,0.000531045999999999,6.5620000000013426e-06,-0.0005623130000000007,2.4705000000000086e-05
37,37,-0.001144981249999999,0.0006036427500000002,0.00038154054999999827,0.0001597979500000007
38,38,-8.77730500000001e-05,0.0005999903500000002,-0.0010817882500000011,0.00056957095
39,39,-0.00010509199999999942,-0.00031477979999999957,-6.98924000000003e-05,0.0004897641999999993
40,40,0.0015614219499999994,0.0002951111500000002,-0.001377884650000001,-0.0004786484499999995
41,41,-0.0006443183500000017,0.0005731960500000004,-0.00014334415,0.00021446645000000093
42,42,-0.00039439664999999836,0.0006609759499999991,0.0003404095500000004,-0.000606988850000001
43,43,-7.788209999999935e-05,-0.0003860535,0.0004475610999999987,1.6374500000001014e-05
44,44,-0.0008255926000000018,0.00022597000000000047,0.0003321164000000006,0.0002675062000000009
45,45,-9.920260000000029e-05,0.0005781954000000001,0.0001324116000000007,-0.0006114044000000005
46,46,-0.00013855339999999908,-0.0003784204000000006,0.0003204836000000003,0.00019649019999999965
47,47,-3.6278999999988747e-06,-2.509300000000203e-06,-0.00012716490000000023,0.0001333020999999992
48,48,8.984435000000056e-05,0.0006791761499999999,-0.0005837656500000017,-0.00018525484999999927
49,49,-0.0002906979499999993,-0.0014725485500000025,0.00021145865000000064,0.0015517878500000016
50,50,0.0008222887999999989,0.0003632066000000021,0.00012011119999999987,-0.0013056066000000008
51,51,0.00017436509999999966,-0.0001861527000000001,0.0003445457000000004,-0.00033275809999999955
52,52,0.0008661341499999964,-0.000584358649999998,0.00042249155000000164,-0.0007042670499999995
53,53,0.00032126155,5.30131499999997e-05,-0.0003256190500000003,-4.865564999999959e-05
54,54,-0.0004452846499999989,0.00041434794999999883,0.00023789975000000085,-0.00020696305000000067
55,55,-0.0005435357000000012,-0.0007430053000000023,0.0007631133000000022,0.0005234277000000018
56,56,-0.000744054700000001,6.0602500000000266e-05,-0.00026055570000000044,0.0009440079000000008
57,57,-0.0007618585000000011,0.0003696233000000035,-0.00030819910000000263,0.0007004342999999999
58,58,3.24303000000002e-05,-0.0005003168999999997,0.0004179056999999995,4.998090000000023e-05
59,59,0.00025336444999999957,-0.0001649443500000006,-0.00023139955000000013,0.000142979450000001
60,60,-0.0001575604999999992,0.0007425178999999986,-0.00017827929999999896,-0.00040667810000000085
61,61,-0.0004010902499999986,0.00031056414999999993,0.00015624214999999846,-6.57160499999997e-05
62,62,2.3108799999999808e-05,-0.0012815304,-8.502119999999909e-05,0.0013434427999999992
63,63,-0.0006008325,0.0003017317000000008,0.00047321429999999963,-0.0001741135000000001
64,64,-0.000786521200000004,0.0014280294000000014,-0.0007852529999999992,0.00014374480000000093
65,65,-0.0003629597000000022,0.00033829429999999815,-0.0008574015000000004,0.0008820669000000037
66,66,-0.0006912071499999965,0.0007912980499999959,0.0002804204500000017,-0.00038051135000000114
67,67,-4.674010000000063e-05,-0.0005065050999999995,5.941369999999989e-05,0.0004938315000000002
68,68,-0.0005745275500000012,-1.1737499999995955e-06,0.0003680774500000005,0.00020762385000000055
69,69,8.993924999999958e-05,-0.00010182495000000129,-0.0002379377499999995,0.00024982345000000106
70,70,0.00041242850000000044,-6.99523000000004e-05,8.681310000000029e-05,-0.00042928930000000034
71,71,-0.0011727716500000004,1.6622550000001344e-05,0.00019767454999999827,0.0009584745500000008
72,72,-6.942240000000113e-05,-8.326799999999481e-06,-0.00011302139999999945,0.00019077059999999995
73,73,0.0002588471499999998,0.0004587061500000004,-0.0007790828500000006,6.152954999999975e-05
74,74,0.000843021349999999,-0.001500706250000001,9.484950000001685e-06,0.0006481999500000006
75,75,-0.00034847909999999636,-0.0006158656999999996,0.00016163150000000028,0.0008027132999999958
76,76,-0.0007618350500000004,0.0009230179500000018,-0.0006607864500000026,0.0004996035500000006
77,77,-3.8128500000001144e-05,0.0005456044999999996,-0.0004864172999999991,-2.1058699999999846e-05
78,78,0.00025349695000000084,-5.134625000000134e-05,0.00034632135000000155,-0.0005484720500000007
79,79,-0.00021604070000000146,0.0002340001000000016,-0.0003026316999999982,0.00028467229999999785
80,80,0.0001876016000000005,-0.0005448718000000004,0.00046384759999999937,-0.00010657739999999911
81,81,-0.0004405695499999977,-0.0011210301500000001,0.0020206192499999994,-0.00045901954999999977
82,82,-0.0007764308499999994,0.0003249153500000015,0.0008407647499999996,-0.00038924925000000116
83,83,-6.750939999999896e-05,-0.00018005879999999976,-0.0003260702000000002,0.0005736383999999987
84,84,0.00027276905000000117,0.00014918565000000066,-2.3841950000000545e-05,-0.0003981127500000013
85,85,-0.0006519661000000006,0.0007152742999999997,-0.00023096849999999975,0.00016766030000000032
86,86,0.00010132729999999995,-8.528050000000212e-05,0.001112673700000003,-0.0011287205000000001
87,87,-0.00016793750000000004,-0.0003798692999999987,0.0007225510999999987,-0.00017474429999999943
88,88,-0.00024339670000000108,-8.255450000000013e-05,0.00028225750000000023,4.369370000000121e-05
89,89,0.0003213187500000008,-0.00038741805000000034,0.0001998191499999992,-0.0001337198499999994
90,90,0.0007443665999999985,5.72230000000008e-05,-0.0007468606000000003,-5.472899999999953e-05
91,91,0.00018308155000000027,0.0006003943500000011,-0.00041104545000000196,-0.0003724304499999997
92,92,6.320765000000009e-05,-0.00013623314999999987,0.00014007245000000087,-6.704695000000097e-05
93,93,-0.00034693505000000027,0.0002725781499999996,-0.0002673742499999987,0.00034173114999999914
94,94,0.00015179385000000018,-0.00034248555000000004,8.181865000000001e-05,0.00010887304999999995
95,95,0.0001777129499999999,0.0009189661500000002,-0.0004138708500000003,-0.0006828082500000002
96,96,0.0005075148999999999,0.00013439009999999894,-0.0005002446999999994,-0.00014166029999999996
97,97,-0.00043877119999999797,0.0003984491999999988,-3.597560000000012e-05,7.629759999999925e-05
98,98,-0.0006878596999999982,8.55380999999997e-05,-0.00027168170000000036,0.0008740032999999985
99,99,-0.0003772663999999974,0.0006430179999999986,6.059319999999974e-05,-0.0003263448000000008
100,100,-0.00025346685,-2.7342649999999405e-05,-0.00019753305000000008,0.00047834254999999936
101,101,0.00037803600000000005,0.00033991700000000056,-0.0006231744000000007,-9.477860000000055e-05
102,102,0.00033945364999999884,-0.00010299274999999857,-0.0008010221500000017,0.0005645612500000008
103,103,-0.00046321704999999853,-0.0005233608500000006,0.0013167793499999987,-0.0003302014499999988
104,104,-0.0003658257999999996,0.00033253140000000003,-0.0001903966000000011,0.00022369100000000047
105,105,-0.00020342570000000048,-0.000613262499999999,0.0005559193,0.0002607689
106,106,-0.00017187105000000157,-0.0004178764500000011,-0.0005583414500000009,0.0011480889500000032
107,107,7.068350000000027e-05,-0.00042327450000000094,-4.379809999999968e-05,0.00039638910000000044
108,108,0.0007677731499999994,-0.0010393656500000004,0.00017076815000000148,0.0001008243499999998
109,109,-0.0006455232000000015,0.0001468488000000014,0.0006609483999999997,-0.00016227399999999898
110,110,-0.00038380199999999944,2.2121200000000218e-05,0.0007149775999999984,-0.00035329679999999866
111,111,-9.606319999999995e-05,-0.0003010100000000008,0.0002507962000000007,0.00014627700000000038
112,112,-0.00031549629999999963,-3.15544999999992e-05,0.0008075394999999991,-0.00046048869999999964
113,113,0.0005476741499999982,-0.00036348644999999923,-0.0003314904499999985,0.00014730274999999942
114,114,-0.0016694930999999959,0.00013040769999999913,0.0011323877,0.00040669769999999777
115,115,-0.00022237939999999993,0.00034917879999999963,0.00015338719999999996,-0.0002801865999999996
116,116,-0.0005694440500000005,0.0009469565500000012,-0.00042549165000000034,4.7979149999999125e-05
117,117,0.0005720617499999999,0.0004251493499999997,-0.0007258484499999985,-0.00027136265000000167
118,118,0.0004362594000000005,0.0009881409999999964,-0.0012319745999999968,-0.00019242580000000106
119,119,-0.0004302644000000016,-0.00012518899999999973,-0.00016418719999999925,0.0007196406000000004
120,120,-0.0005579386499999991,-7.358185000000011e-05,0.0008313147499999988,-0.00019979424999999907
121,121,-8.959300000000936e-06,-0.0003825698999999997,0.00037471009999999976,1.6819100000001202e-05
122,122,0.0007697177500000023,-0.00015270364999999886,-0.0008653636500000039,0.00024834954999999995
123,123,-0.00010709314999999859,0.0004015350499999998,9.767204999999863e-05,-0.0003921139499999998
124,124,0.00030269005000000093,-0.0004589189499999999,0.001089932449999999,-0.0009337035499999991
125,125,-0.0010499462000000015,-5.1907999999994625e-06,0.0011032557999999999,-4.811879999999799e-05
126,126,-0.00029483314999999933,0.0004331460500000006,-0.0006470149500000003,0.0005087020499999985
127,127,-0.0006700221499999983,0.0005945780499999988,-0.0007073333500000015,0.0007827774500000003
128,128,0.0005470786000000016,-0.0006440130000000026,0.0001652065999999999,-6.827219999999901e-05
129,129,-0.0011389618500000013,-9.897705000000011e-05,0.0005832873499999997,0.0006546515500000015
130,130,-0.00029341645000000054,0.0003977459499999992,-3.392644999999893e-05,-7.040304999999963e-05
131,131,-0.0004327634499999986,0.0005608149500000008,-0.0003023482500000008,0.0001742967499999987
132,132,0.0006633310499999979,-0.0006498367499999993,0.00014435005000000065,-0.0001578443499999996
133,133,0.0002184467999999999,0.00016848040000000134,0.00046951379999999893,-0.0008564410000000003
134,134,-0.0005954720999999994,0.000754904699999999,-0.0004573864999999997,0.0002979539000000003
135,135,0.00029394575,-0.0003632714500000022,-0.0004171920499999996,0.00048651775000000183
136,136,-0.0005719009500000028,-8.07013499999976e-05,0.00037561524999999953,0.0002769870500000008
137,137,0.00020753320000000205,-0.0014305328000000024,0.00043683439999999974,0.0007861652000000002
138,138,-0.0007308696999999975,0.00043698509999999936,-4.7588899999999866e-05,0.0003414734999999981
139,139,-0.0008643478000000007,-7.516879999999994e-05,0.00043522039999999997,0.0005042962000000007
140,140,0.00045237105000000037,-0.0001729837499999998,0.00042696945000000153,-0.0007063567500000023
141,141,0.0001018785499999999,-0.0002169584499999986,-0.0007410696499999974,0.0008561495499999962
142,142,-5.1774449999999865e-05,0.0004477715500000016,0.00015566235000000054,-0.0005516594500000023
143,143,0.0001435449,-0.0005521597000000004,4.93109999999976e-06,0.0004036837000000007
144,144,9.011230000000007e-05,1.193749999999985e-05,0.0005183410999999998,-0.0006203908999999998
145,145,0.0003495861999999997,0.0003388151999999996,-0.00022926159999999953,-0.00045913979999999974
146,146,-0.0008005532999999967,-0.0002032951000000015,-0.00012026730000000018,0.0011241156999999985
147,147,-0.0006275459999999992,0.000728580600000001,-4.493880000000142e-05,-5.60958000000002e-05
148,148,-0.0002905707999999994,0.00032108699999999855,0.00015130420000000072,-0.00018182039999999988
149,149,0.00027668705000000144,-0.00018323254999999864,-0.0001320055499999999,3.8551049999997073e-05
150,150,1.10440000000001e-05,-8.963220000000045e-05,-8.95953999999981e-05,0.00016818359999999847
151,151,-0.00044716340000000023,-0.0006966187999999993,0.00028236839999999766,0.0008614138000000017
152,152,-3.7641249999999544e-05,-0.00015923584999999967,0.00025096274999999985,-5.4085650000000745e-05
153,153,-2.073680000000129e-05,5.596720000000216e-05,0.0008323372,-0.0008675676000000011
154,154,0.00022681180000000162,-1.4932600000000718e-05,0.00038868500000000027,-0.0006005642000000013
155,155,-0.0008961971000000013,0.0002673241000000005,0.0004583003000000003,0.00017057270000000053
156,156,0.0008466765499999995,7.726375000000033e-05,-0.00036554564999999913,-0.0005583946500000007
157,157,0.00037515675000000136,-0.00055241005,-0.00023811465000000054,0.0004153679499999991
158,158,0.00034853145000000104,0.0011279292499999985,-0.00064470655,-0.0008317541499999995
159,159,-0.0001433783499999999,-4.9401150000000183e-05,0.0006051204500000017,-0.00041234095000000176
