promoter,mut_info,growth_condition,growth_condition_info,replicate,pos
TSS_1414_storz_regulondb,0.0003099443720692586,10-2,Ampicillin,2,-115
TSS_1414_storz_regulondb,9.763165628568025e-5,10-2,Ampicillin,2,-114
TSS_1414_storz_regulondb,0.00018859891641760966,10-2,Ampicillin,2,-113
TSS_1414_storz_regulondb,0.00022946641005010043,10-2,Ampicillin,2,-112
TSS_1414_storz_regulondb,5.880856583475908e-7,10-2,Ampicillin,2,-111
TSS_1414_storz_regulondb,0.0007085084823020994,10-2,Ampicillin,2,-110
TSS_1414_storz_regulondb,0.00013711006162542717,10-2,Ampicillin,2,-109
TSS_1414_storz_regulondb,0.0002333172303285798,10-2,Ampicillin,2,-108
TSS_1414_storz_regulondb,0.0002622811573213205,10-2,Ampicillin,2,-107
TSS_1414_storz_regulondb,2.5476863495253136e-5,10-2,Ampicillin,2,-106
TSS_1414_storz_regulondb,0.00043332739659365533,10-2,Ampicillin,2,-105
TSS_1414_storz_regulondb,0.00018658345575809114,10-2,Ampicillin,2,-104
TSS_1414_storz_regulondb,3.094557811616572e-5,10-2,Ampicillin,2,-103
TSS_1414_storz_regulondb,3.861741708417266e-5,10-2,Ampicillin,2,-102
TSS_1414_storz_regulondb,0.00011517799320738455,10-2,Ampicillin,2,-101
TSS_1414_storz_regulondb,7.5302101479292815e-6,10-2,Ampicillin,2,-100
TSS_1414_storz_regulondb,0.00010291916956053221,10-2,Ampicillin,2,-99
TSS_1414_storz_regulondb,7.060607487225246e-5,10-2,Ampicillin,2,-98
TSS_1414_storz_regulondb,9.858098993047919e-5,10-2,Ampicillin,2,-97
TSS_1414_storz_regulondb,0.00019978154011730635,10-2,Ampicillin,2,-96
TSS_1414_storz_regulondb,0.0004534265024492999,10-2,Ampicillin,2,-95
TSS_1414_storz_regulondb,0.00017623740017307836,10-2,Ampicillin,2,-94
TSS_1414_storz_regulondb,0.00012704600640979545,10-2,Ampicillin,2,-93
TSS_1414_storz_regulondb,0.0006495260109975831,10-2,Ampicillin,2,-92
TSS_1414_storz_regulondb,5.183513838966807e-5,10-2,Ampicillin,2,-91
TSS_1414_storz_regulondb,0.00024087263873151868,10-2,Ampicillin,2,-90
TSS_1414_storz_regulondb,9.387089371186343e-5,10-2,Ampicillin,2,-89
TSS_1414_storz_regulondb,0.00011989561629544877,10-2,Ampicillin,2,-88
TSS_1414_storz_regulondb,0.00033755491157430335,10-2,Ampicillin,2,-87
TSS_1414_storz_regulondb,2.6938059507100967e-7,10-2,Ampicillin,2,-86
TSS_1414_storz_regulondb,0.0001878865587805231,10-2,Ampicillin,2,-85
TSS_1414_storz_regulondb,0.000172877585500874,10-2,Ampicillin,2,-84
TSS_1414_storz_regulondb,7.159440674880816e-5,10-2,Ampicillin,2,-83
TSS_1414_storz_regulondb,0.0004330701841970871,10-2,Ampicillin,2,-82
TSS_1414_storz_regulondb,0.0003778935045710991,10-2,Ampicillin,2,-81
TSS_1414_storz_regulondb,0.0004057879580128274,10-2,Ampicillin,2,-80
TSS_1414_storz_regulondb,0.00024206403260766587,10-2,Ampicillin,2,-79
TSS_1414_storz_regulondb,0.0001390293263468607,10-2,Ampicillin,2,-78
TSS_1414_storz_regulondb,0.000108599120106767,10-2,Ampicillin,2,-77
TSS_1414_storz_regulondb,0.00014773966893834702,10-2,Ampicillin,2,-76
TSS_1414_storz_regulondb,5.608068848998943e-5,10-2,Ampicillin,2,-75
TSS_1414_storz_regulondb,0.0019894052460638495,10-2,Ampicillin,2,-74
TSS_1414_storz_regulondb,0.000633778484807973,10-2,Ampicillin,2,-73
TSS_1414_storz_regulondb,0.00044925661398412774,10-2,Ampicillin,2,-72
TSS_1414_storz_regulondb,8.729400978535495e-6,10-2,Ampicillin,2,-71
TSS_1414_storz_regulondb,4.956311304186111e-5,10-2,Ampicillin,2,-70
TSS_1414_storz_regulondb,0.0001330292835890496,10-2,Ampicillin,2,-69
TSS_1414_storz_regulondb,9.318310384806745e-7,10-2,Ampicillin,2,-68
TSS_1414_storz_regulondb,2.347264472658708e-6,10-2,Ampicillin,2,-67
TSS_1414_storz_regulondb,6.067224815348041e-7,10-2,Ampicillin,2,-66
TSS_1414_storz_regulondb,0.00017846337691186176,10-2,Ampicillin,2,-65
TSS_1414_storz_regulondb,0.00019176786581795837,10-2,Ampicillin,2,-64
TSS_1414_storz_regulondb,1.1256365408367371e-5,10-2,Ampicillin,2,-63
TSS_1414_storz_regulondb,0.00021437323329292698,10-2,Ampicillin,2,-62
TSS_1414_storz_regulondb,6.095292560984091e-5,10-2,Ampicillin,2,-61
