promoter,mut_info,growth_condition,growth_condition_info,replicate,pos
TSS_1414_storz_regulondb,0.00017276212220895338,22-3,2pH (HCl),3,-115
TSS_1414_storz_regulondb,1.9339708257081617e-5,22-3,2pH (HCl),3,-114
TSS_1414_storz_regulondb,8.244078369188984e-6,22-3,2pH (HCl),3,-113
TSS_1414_storz_regulondb,0.000267458855954323,22-3,2pH (HCl),3,-112
TSS_1414_storz_regulondb,0.00016876910415207806,22-3,2pH (HCl),3,-111
TSS_1414_storz_regulondb,0.0004260532130835274,22-3,2pH (HCl),3,-110
TSS_1414_storz_regulondb,2.364209968654346e-5,22-3,2pH (HCl),3,-109
TSS_1414_storz_regulondb,1.0340926442190825e-5,22-3,2pH (HCl),3,-108
TSS_1414_storz_regulondb,0.00020893046918943553,22-3,2pH (HCl),3,-107
TSS_1414_storz_regulondb,0.0004999727292533803,22-3,2pH (HCl),3,-106
TSS_1414_storz_regulondb,0.0009828175411044845,22-3,2pH (HCl),3,-105
TSS_1414_storz_regulondb,3.731486142136554e-5,22-3,2pH (HCl),3,-104
TSS_1414_storz_regulondb,0.0003903526137894412,22-3,2pH (HCl),3,-103
TSS_1414_storz_regulondb,0.00015511090534659237,22-3,2pH (HCl),3,-102
TSS_1414_storz_regulondb,1.2580454596842691e-6,22-3,2pH (HCl),3,-101
TSS_1414_storz_regulondb,0.0005467609172792997,22-3,2pH (HCl),3,-100
TSS_1414_storz_regulondb,5.6236541219859167e-5,22-3,2pH (HCl),3,-99
TSS_1414_storz_regulondb,0.00012869262324124607,22-3,2pH (HCl),3,-98
TSS_1414_storz_regulondb,0.0004652995176876087,22-3,2pH (HCl),3,-97
TSS_1414_storz_regulondb,0.0011569583750333946,22-3,2pH (HCl),3,-96
TSS_1414_storz_regulondb,8.827643346352504e-5,22-3,2pH (HCl),3,-95
TSS_1414_storz_regulondb,0.00026862769791527203,22-3,2pH (HCl),3,-94
TSS_1414_storz_regulondb,7.292351102940057e-5,22-3,2pH (HCl),3,-93
TSS_1414_storz_regulondb,0.0007718132735715175,22-3,2pH (HCl),3,-92
TSS_1414_storz_regulondb,0.00013515767016515764,22-3,2pH (HCl),3,-91
TSS_1414_storz_regulondb,0.0002735870467163869,22-3,2pH (HCl),3,-90
TSS_1414_storz_regulondb,0.0001525408298800584,22-3,2pH (HCl),3,-89
TSS_1414_storz_regulondb,1.1599885104885918e-5,22-3,2pH (HCl),3,-88
TSS_1414_storz_regulondb,4.845045118289162e-6,22-3,2pH (HCl),3,-87
TSS_1414_storz_regulondb,2.6042127043659005e-5,22-3,2pH (HCl),3,-86
TSS_1414_storz_regulondb,8.673163103793723e-5,22-3,2pH (HCl),3,-85
TSS_1414_storz_regulondb,0.0003975454112770454,22-3,2pH (HCl),3,-84
TSS_1414_storz_regulondb,9.166959312311394e-5,22-3,2pH (HCl),3,-83
TSS_1414_storz_regulondb,0.00015019041324044373,22-3,2pH (HCl),3,-82
TSS_1414_storz_regulondb,0.00018212785897889,22-3,2pH (HCl),3,-81
TSS_1414_storz_regulondb,0.0004752029197989177,22-3,2pH (HCl),3,-80
TSS_1414_storz_regulondb,0.0001376602632275634,22-3,2pH (HCl),3,-79
TSS_1414_storz_regulondb,0.0003001671445905518,22-3,2pH (HCl),3,-78
TSS_1414_storz_regulondb,1.698735617542595e-5,22-3,2pH (HCl),3,-77
TSS_1414_storz_regulondb,3.258922770376781e-7,22-3,2pH (HCl),3,-76
TSS_1414_storz_regulondb,0.0003460515914037454,22-3,2pH (HCl),3,-75
TSS_1414_storz_regulondb,0.001449798325332789,22-3,2pH (HCl),3,-74
TSS_1414_storz_regulondb,5.054500700393686e-5,22-3,2pH (HCl),3,-73
TSS_1414_storz_regulondb,0.0014431087523130211,22-3,2pH (HCl),3,-72
TSS_1414_storz_regulondb,6.510134699401525e-5,22-3,2pH (HCl),3,-71
TSS_1414_storz_regulondb,0.0005236995679655226,22-3,2pH (HCl),3,-70
TSS_1414_storz_regulondb,5.813208573039524e-5,22-3,2pH (HCl),3,-69
TSS_1414_storz_regulondb,0.0001260141510753838,22-3,2pH (HCl),3,-68
TSS_1414_storz_regulondb,0.00017688432458634303,22-3,2pH (HCl),3,-67
TSS_1414_storz_regulondb,0.0004890306913809235,22-3,2pH (HCl),3,-66
TSS_1414_storz_regulondb,1.0894336744848702e-5,22-3,2pH (HCl),3,-65
TSS_1414_storz_regulondb,0.0003082995585554447,22-3,2pH (HCl),3,-64
TSS_1414_storz_regulondb,1.8618946137979463e-6,22-3,2pH (HCl),3,-63
TSS_1414_storz_regulondb,8.75342829227254e-5,22-3,2pH (HCl),3,-62
TSS_1414_storz_regulondb,0.00010937817416796156,22-3,2pH (HCl),3,-61
TSS_1414_storz_regulondb,0.0006493798427094034,22-3,2pH (HCl),3,-60
TSS_1414_storz_regulondb,1.1428224299476954e-5,22-3,2pH (HCl),3,-59
TSS_1414_storz_regulondb,1.572895487199832e-5,22-3,2pH (HCl),3,-58
TSS_1414_storz_regulondb,0.0005567709668599366,22-3,2pH (HCl),3,-57
TSS_1414_storz_regulondb,0.0005573577930447927,22-3,2pH (HCl),3,-56
