promoter,mut_info,growth_condition,growth_condition_info,replicate,pos
TSS_1414_storz_regulondb,4.212913373708707e-5,28-2,"H2O2 (2.5mM, 10min)",2,-115
TSS_1414_storz_regulondb,3.1078909178951014e-5,28-2,"H2O2 (2.5mM, 10min)",2,-114
TSS_1414_storz_regulondb,5.002643268466728e-5,28-2,"H2O2 (2.5mM, 10min)",2,-113
TSS_1414_storz_regulondb,7.89974016914192e-5,28-2,"H2O2 (2.5mM, 10min)",2,-112
TSS_1414_storz_regulondb,1.3580162016409744e-5,28-2,"H2O2 (2.5mM, 10min)",2,-111
TSS_1414_storz_regulondb,6.515927389140952e-5,28-2,"H2O2 (2.5mM, 10min)",2,-110
TSS_1414_storz_regulondb,5.083281473710678e-5,28-2,"H2O2 (2.5mM, 10min)",2,-109
TSS_1414_storz_regulondb,6.4743247803289525e-6,28-2,"H2O2 (2.5mM, 10min)",2,-108
TSS_1414_storz_regulondb,4.270805898031523e-5,28-2,"H2O2 (2.5mM, 10min)",2,-107
TSS_1414_storz_regulondb,0.00010404317409603474,28-2,"H2O2 (2.5mM, 10min)",2,-106
TSS_1414_storz_regulondb,8.170317078700978e-5,28-2,"H2O2 (2.5mM, 10min)",2,-105
TSS_1414_storz_regulondb,3.097769014819723e-5,28-2,"H2O2 (2.5mM, 10min)",2,-104
TSS_1414_storz_regulondb,0.00016639640535747596,28-2,"H2O2 (2.5mM, 10min)",2,-103
TSS_1414_storz_regulondb,1.0312676703991622e-5,28-2,"H2O2 (2.5mM, 10min)",2,-102
TSS_1414_storz_regulondb,1.5452899681761166e-5,28-2,"H2O2 (2.5mM, 10min)",2,-101
TSS_1414_storz_regulondb,4.918942280889233e-5,28-2,"H2O2 (2.5mM, 10min)",2,-100
TSS_1414_storz_regulondb,1.1109554828766946e-5,28-2,"H2O2 (2.5mM, 10min)",2,-99
TSS_1414_storz_regulondb,1.305916399165375e-5,28-2,"H2O2 (2.5mM, 10min)",2,-98
TSS_1414_storz_regulondb,1.0045459037971239e-5,28-2,"H2O2 (2.5mM, 10min)",2,-97
TSS_1414_storz_regulondb,1.962860576065371e-5,28-2,"H2O2 (2.5mM, 10min)",2,-96
TSS_1414_storz_regulondb,0.0003117883845570853,28-2,"H2O2 (2.5mM, 10min)",2,-95
TSS_1414_storz_regulondb,4.422451535028376e-5,28-2,"H2O2 (2.5mM, 10min)",2,-94
TSS_1414_storz_regulondb,2.4529277037121672e-5,28-2,"H2O2 (2.5mM, 10min)",2,-93
TSS_1414_storz_regulondb,1.854792004556149e-6,28-2,"H2O2 (2.5mM, 10min)",2,-92
TSS_1414_storz_regulondb,8.8557902771535e-5,28-2,"H2O2 (2.5mM, 10min)",2,-91
TSS_1414_storz_regulondb,0.0001590779206360948,28-2,"H2O2 (2.5mM, 10min)",2,-90
TSS_1414_storz_regulondb,0.00028463036179307913,28-2,"H2O2 (2.5mM, 10min)",2,-89
TSS_1414_storz_regulondb,0.00016143983594886025,28-2,"H2O2 (2.5mM, 10min)",2,-88
TSS_1414_storz_regulondb,4.288957954795168e-5,28-2,"H2O2 (2.5mM, 10min)",2,-87
TSS_1414_storz_regulondb,1.61847820562451e-5,28-2,"H2O2 (2.5mM, 10min)",2,-86
TSS_1414_storz_regulondb,0.0004574347632826251,28-2,"H2O2 (2.5mM, 10min)",2,-85
TSS_1414_storz_regulondb,2.2425810512955217e-6,28-2,"H2O2 (2.5mM, 10min)",2,-84
TSS_1414_storz_regulondb,3.61855524482267e-5,28-2,"H2O2 (2.5mM, 10min)",2,-83
TSS_1414_storz_regulondb,0.00032124410769512977,28-2,"H2O2 (2.5mM, 10min)",2,-82
TSS_1414_storz_regulondb,6.633916390312881e-5,28-2,"H2O2 (2.5mM, 10min)",2,-81
TSS_1414_storz_regulondb,0.000842015789326668,28-2,"H2O2 (2.5mM, 10min)",2,-80
TSS_1414_storz_regulondb,0.0005141712025663299,28-2,"H2O2 (2.5mM, 10min)",2,-79
TSS_1414_storz_regulondb,9.677518500147411e-5,28-2,"H2O2 (2.5mM, 10min)",2,-78
TSS_1414_storz_regulondb,4.241334631522567e-5,28-2,"H2O2 (2.5mM, 10min)",2,-77
TSS_1414_storz_regulondb,7.045344140059321e-5,28-2,"H2O2 (2.5mM, 10min)",2,-76
TSS_1414_storz_regulondb,4.467078762879369e-5,28-2,"H2O2 (2.5mM, 10min)",2,-75
TSS_1414_storz_regulondb,0.0007708395826085063,28-2,"H2O2 (2.5mM, 10min)",2,-74
TSS_1414_storz_regulondb,3.60718351015536e-5,28-2,"H2O2 (2.5mM, 10min)",2,-73
TSS_1414_storz_regulondb,0.0003610039060743036,28-2,"H2O2 (2.5mM, 10min)",2,-72
TSS_1414_storz_regulondb,4.453656623204017e-5,28-2,"H2O2 (2.5mM, 10min)",2,-71
TSS_1414_storz_regulondb,3.2581624370055934e-5,28-2,"H2O2 (2.5mM, 10min)",2,-70
TSS_1414_storz_regulondb,5.912792574811615e-6,28-2,"H2O2 (2.5mM, 10min)",2,-69
TSS_1414_storz_regulondb,3.962009562470995e-5,28-2,"H2O2 (2.5mM, 10min)",2,-68
TSS_1414_storz_regulondb,6.597075355775769e-5,28-2,"H2O2 (2.5mM, 10min)",2,-67
TSS_1414_storz_regulondb,4.6470386434070135e-5,28-2,"H2O2 (2.5mM, 10min)",2,-66
TSS_1414_storz_regulondb,4.444534501188923e-5,28-2,"H2O2 (2.5mM, 10min)",2,-65
TSS_1414_storz_regulondb,9.408746852050025e-5,28-2,"H2O2 (2.5mM, 10min)",2,-64
TSS_1414_storz_regulondb,5.0521499765401575e-6,28-2,"H2O2 (2.5mM, 10min)",2,-63
TSS_1414_storz_regulondb,0.0008252496399492396,28-2,"H2O2 (2.5mM, 10min)",2,-62
TSS_1414_storz_regulondb,0.000416677449668848,28-2,"H2O2 (2.5mM, 10min)",2,-61
TSS_1414_storz_regulondb,1.6946855472058098e-6,28-2,"H2O2 (2.5mM, 10min)",2,-60
TSS_1414_storz_regulondb,1.1324012482998307e-5,28-2,"H2O2 (2.5mM, 10min)",2,-59
TSS_1414_storz_regulondb,0.0001513191297930522,28-2,"H2O2 (2.5mM, 10min)",2,-58
TSS_1414_storz_regulondb,2.8085926854074135e-5,28-2,"H2O2 (2.5mM, 10min)",2,-57
TSS_1414_storz_regulondb,3.493530419091122e-5,28-2,"H2O2 (2.5mM, 10min)",2,-56
TSS_1414_storz_regulondb,8.205984805282089e-6,28-2,"H2O2 (2.5mM, 10min)",2,-55
TSS_1414_storz_regulondb,8.46626447373244e-5,28-2,"H2O2 (2.5mM, 10min)",2,-54
