promoter,mut_info,growth_condition,growth_condition_info,replicate,pos
TSS_1414_storz_regulondb,7.796808879049003e-5,9-1,Cold-Shock-(1h-at-10C),1,-115
TSS_1414_storz_regulondb,7.889715058078577e-6,9-1,Cold-Shock-(1h-at-10C),1,-114
TSS_1414_storz_regulondb,1.016759175042725e-5,9-1,Cold-Shock-(1h-at-10C),1,-113
TSS_1414_storz_regulondb,4.990314242333074e-6,9-1,Cold-Shock-(1h-at-10C),1,-112
TSS_1414_storz_regulondb,0.0003425323686335278,9-1,Cold-Shock-(1h-at-10C),1,-111
TSS_1414_storz_regulondb,6.8820068561905754e-6,9-1,Cold-Shock-(1h-at-10C),1,-110
TSS_1414_storz_regulondb,2.790350453761711e-5,9-1,Cold-Shock-(1h-at-10C),1,-109
TSS_1414_storz_regulondb,6.239671877119332e-5,9-1,Cold-Shock-(1h-at-10C),1,-108
TSS_1414_storz_regulondb,0.0004406755170592424,9-1,Cold-Shock-(1h-at-10C),1,-107
TSS_1414_storz_regulondb,0.00024869192492904015,9-1,Cold-Shock-(1h-at-10C),1,-106
TSS_1414_storz_regulondb,0.0002366020992470002,9-1,Cold-Shock-(1h-at-10C),1,-105
TSS_1414_storz_regulondb,5.412124375846639e-6,9-1,Cold-Shock-(1h-at-10C),1,-104
TSS_1414_storz_regulondb,3.270000258951203e-5,9-1,Cold-Shock-(1h-at-10C),1,-103
TSS_1414_storz_regulondb,0.00012860900180465887,9-1,Cold-Shock-(1h-at-10C),1,-102
TSS_1414_storz_regulondb,0.000612775005545991,9-1,Cold-Shock-(1h-at-10C),1,-101
TSS_1414_storz_regulondb,2.1473526000055404e-6,9-1,Cold-Shock-(1h-at-10C),1,-100
TSS_1414_storz_regulondb,0.00022994497349033407,9-1,Cold-Shock-(1h-at-10C),1,-99
TSS_1414_storz_regulondb,0.00012456053395518227,9-1,Cold-Shock-(1h-at-10C),1,-98
TSS_1414_storz_regulondb,5.645577203297592e-5,9-1,Cold-Shock-(1h-at-10C),1,-97
TSS_1414_storz_regulondb,2.259831718193564e-6,9-1,Cold-Shock-(1h-at-10C),1,-96
TSS_1414_storz_regulondb,5.632436934391869e-5,9-1,Cold-Shock-(1h-at-10C),1,-95
TSS_1414_storz_regulondb,0.00012885266244022685,9-1,Cold-Shock-(1h-at-10C),1,-94
TSS_1414_storz_regulondb,0.0003870815319712735,9-1,Cold-Shock-(1h-at-10C),1,-93
TSS_1414_storz_regulondb,0.00011798756029872187,9-1,Cold-Shock-(1h-at-10C),1,-92
TSS_1414_storz_regulondb,0.00014598953927466834,9-1,Cold-Shock-(1h-at-10C),1,-91
TSS_1414_storz_regulondb,0.00014774403971706948,9-1,Cold-Shock-(1h-at-10C),1,-90
TSS_1414_storz_regulondb,8.697091792405059e-6,9-1,Cold-Shock-(1h-at-10C),1,-89
TSS_1414_storz_regulondb,7.390246952192203e-5,9-1,Cold-Shock-(1h-at-10C),1,-88
TSS_1414_storz_regulondb,3.8236909753834635e-5,9-1,Cold-Shock-(1h-at-10C),1,-87
TSS_1414_storz_regulondb,6.963485343322844e-5,9-1,Cold-Shock-(1h-at-10C),1,-86
TSS_1414_storz_regulondb,0.0007509128737147328,9-1,Cold-Shock-(1h-at-10C),1,-85
TSS_1414_storz_regulondb,4.824504684077359e-6,9-1,Cold-Shock-(1h-at-10C),1,-84
TSS_1414_storz_regulondb,2.7738181077913322e-5,9-1,Cold-Shock-(1h-at-10C),1,-83
TSS_1414_storz_regulondb,0.00015212165683246154,9-1,Cold-Shock-(1h-at-10C),1,-82
TSS_1414_storz_regulondb,1.3364345288824418e-6,9-1,Cold-Shock-(1h-at-10C),1,-81
TSS_1414_storz_regulondb,0.0008754690732634225,9-1,Cold-Shock-(1h-at-10C),1,-80
TSS_1414_storz_regulondb,0.0009573242992518671,9-1,Cold-Shock-(1h-at-10C),1,-79
TSS_1414_storz_regulondb,0.00047242295044836423,9-1,Cold-Shock-(1h-at-10C),1,-78
TSS_1414_storz_regulondb,0.0001832887896967817,9-1,Cold-Shock-(1h-at-10C),1,-77
TSS_1414_storz_regulondb,0.0002710681282030022,9-1,Cold-Shock-(1h-at-10C),1,-76
TSS_1414_storz_regulondb,6.902655240481875e-5,9-1,Cold-Shock-(1h-at-10C),1,-75
TSS_1414_storz_regulondb,0.0008404391444209215,9-1,Cold-Shock-(1h-at-10C),1,-74
TSS_1414_storz_regulondb,0.00011652792326476234,9-1,Cold-Shock-(1h-at-10C),1,-73
TSS_1414_storz_regulondb,0.001264012552507035,9-1,Cold-Shock-(1h-at-10C),1,-72
TSS_1414_storz_regulondb,0.00042531557869307946,9-1,Cold-Shock-(1h-at-10C),1,-71
TSS_1414_storz_regulondb,0.000339516463656573,9-1,Cold-Shock-(1h-at-10C),1,-70
TSS_1414_storz_regulondb,9.76022804039002e-5,9-1,Cold-Shock-(1h-at-10C),1,-69
TSS_1414_storz_regulondb,5.474508998442977e-5,9-1,Cold-Shock-(1h-at-10C),1,-68
TSS_1414_storz_regulondb,9.385965362215332e-5,9-1,Cold-Shock-(1h-at-10C),1,-67
TSS_1414_storz_regulondb,0.00020707910996308225,9-1,Cold-Shock-(1h-at-10C),1,-66
TSS_1414_storz_regulondb,0.00019420724468540785,9-1,Cold-Shock-(1h-at-10C),1,-65
TSS_1414_storz_regulondb,0.0001920176839936491,9-1,Cold-Shock-(1h-at-10C),1,-64
TSS_1414_storz_regulondb,1.0797419754475209e-5,9-1,Cold-Shock-(1h-at-10C),1,-63
TSS_1414_storz_regulondb,0.0004472845861616618,9-1,Cold-Shock-(1h-at-10C),1,-62
TSS_1414_storz_regulondb,0.00020612706799514506,9-1,Cold-Shock-(1h-at-10C),1,-61
TSS_1414_storz_regulondb,0.00010511877129073827,9-1,Cold-Shock-(1h-at-10C),1,-60
TSS_1414_storz_regulondb,1.7294761453531034e-5,9-1,Cold-Shock-(1h-at-10C),1,-59
TSS_1414_storz_regulondb,8.466224529805715e-6,9-1,Cold-Shock-(1h-at-10C),1,-58
TSS_1414_storz_regulondb,0.0007019508591129195,9-1,Cold-Shock-(1h-at-10C),1,-57
TSS_1414_storz_regulondb,7.45328334084438e-5,9-1,Cold-Shock-(1h-at-10C),1,-56
TSS_1414_storz_regulondb,3.1715732081689734e-6,9-1,Cold-Shock-(1h-at-10C),1,-55
TSS_1414_storz_regulondb,8.651853907904947e-5,9-1,Cold-Shock-(1h-at-10C),1,-54
TSS_1414_storz_regulondb,1.1053625806633854e-5,9-1,Cold-Shock-(1h-at-10C),1,-53
TSS_1414_storz_regulondb,1.5149854950575288e-5,9-1,Cold-Shock-(1h-at-10C),1,-52
TSS_1414_storz_regulondb,0.00028087073107946076,9-1,Cold-Shock-(1h-at-10C),1,-51
TSS_1414_storz_regulondb,2.1088815738895973e-5,9-1,Cold-Shock-(1h-at-10C),1,-50
TSS_1414_storz_regulondb,0.00021688865958768106,9-1,Cold-Shock-(1h-at-10C),1,-49
TSS_1414_storz_regulondb,0.00014601478500493505,9-1,Cold-Shock-(1h-at-10C),1,-48
TSS_1414_storz_regulondb,0.00028239875195214,9-1,Cold-Shock-(1h-at-10C),1,-47
TSS_1414_storz_regulondb,5.026939097397816e-6,9-1,Cold-Shock-(1h-at-10C),1,-46
TSS_1414_storz_regulondb,8.337622043652149e-5,9-1,Cold-Shock-(1h-at-10C),1,-45
TSS_1414_storz_regulondb,2.015668257351953e-5,9-1,Cold-Shock-(1h-at-10C),1,-44
TSS_1414_storz_regulondb,7.108065476436583e-5,9-1,Cold-Shock-(1h-at-10C),1,-43
TSS_1414_storz_regulondb,0.0001316260030806795,9-1,Cold-Shock-(1h-at-10C),1,-42
TSS_1414_storz_regulondb,0.00016982698455358415,9-1,Cold-Shock-(1h-at-10C),1,-41
TSS_1414_storz_regulondb,1.694501173012423e-5,9-1,Cold-Shock-(1h-at-10C),1,-40
TSS_1414_storz_regulondb,0.0003802123573571972,9-1,Cold-Shock-(1h-at-10C),1,-39
TSS_1414_storz_regulondb,0.0008127642606614209,9-1,Cold-Shock-(1h-at-10C),1,-38
TSS_1414_storz_regulondb,0.00021312259819225663,9-1,Cold-Shock-(1h-at-10C),1,-37
TSS_1414_storz_regulondb,2.2504726512043898e-6,9-1,Cold-Shock-(1h-at-10C),1,-36
TSS_1414_storz_regulondb,7.283488648866842e-5,9-1,Cold-Shock-(1h-at-10C),1,-35
TSS_1414_storz_regulondb,0.00026247443527412963,9-1,Cold-Shock-(1h-at-10C),1,-34
TSS_1414_storz_regulondb,0.00022446491218080285,9-1,Cold-Shock-(1h-at-10C),1,-33
