promoter,mut_info,growth_condition,growth_condition_info,replicate,pos
TSS_1414_storz_regulondb,0.0017910912598019012,30-1,Copper Sulfate (500µM),1,-115
TSS_1414_storz_regulondb,0.0005635101046990729,30-1,Copper Sulfate (500µM),1,-114
TSS_1414_storz_regulondb,0.00046786520029852997,30-1,Copper Sulfate (500µM),1,-113
TSS_1414_storz_regulondb,0.0001110941605160262,30-1,Copper Sulfate (500µM),1,-112
TSS_1414_storz_regulondb,3.410229096472068e-5,30-1,Copper Sulfate (500µM),1,-111
TSS_1414_storz_regulondb,0.0032888188170340227,30-1,Copper Sulfate (500µM),1,-110
TSS_1414_storz_regulondb,4.9573785369733895e-5,30-1,Copper Sulfate (500µM),1,-109
TSS_1414_storz_regulondb,0.00033786553818482886,30-1,Copper Sulfate (500µM),1,-108
TSS_1414_storz_regulondb,0.0019378821353429748,30-1,Copper Sulfate (500µM),1,-107
TSS_1414_storz_regulondb,0.00018055901186811787,30-1,Copper Sulfate (500µM),1,-106
TSS_1414_storz_regulondb,0.0006449046742464191,30-1,Copper Sulfate (500µM),1,-105
TSS_1414_storz_regulondb,0.0035848399280935875,30-1,Copper Sulfate (500µM),1,-104
TSS_1414_storz_regulondb,0.0002638543332905679,30-1,Copper Sulfate (500µM),1,-103
TSS_1414_storz_regulondb,0.0008090669185770189,30-1,Copper Sulfate (500µM),1,-102
TSS_1414_storz_regulondb,0.000966590702496304,30-1,Copper Sulfate (500µM),1,-101
TSS_1414_storz_regulondb,0.00011025344999531428,30-1,Copper Sulfate (500µM),1,-100
TSS_1414_storz_regulondb,0.002169220391608693,30-1,Copper Sulfate (500µM),1,-99
TSS_1414_storz_regulondb,0.0004266215413736259,30-1,Copper Sulfate (500µM),1,-98
TSS_1414_storz_regulondb,0.0006198859753233877,30-1,Copper Sulfate (500µM),1,-97
TSS_1414_storz_regulondb,0.002454643737914,30-1,Copper Sulfate (500µM),1,-96
TSS_1414_storz_regulondb,0.00023894735302867768,30-1,Copper Sulfate (500µM),1,-95
TSS_1414_storz_regulondb,0.0002445568735381853,30-1,Copper Sulfate (500µM),1,-94
TSS_1414_storz_regulondb,0.0015913959878242215,30-1,Copper Sulfate (500µM),1,-93
TSS_1414_storz_regulondb,0.0019868315464279755,30-1,Copper Sulfate (500µM),1,-92
TSS_1414_storz_regulondb,5.149014895446287e-6,30-1,Copper Sulfate (500µM),1,-91
TSS_1414_storz_regulondb,2.5522382160003557e-5,30-1,Copper Sulfate (500µM),1,-90
TSS_1414_storz_regulondb,0.0005810413034069359,30-1,Copper Sulfate (500µM),1,-89
TSS_1414_storz_regulondb,0.0015423280035538212,30-1,Copper Sulfate (500µM),1,-88
TSS_1414_storz_regulondb,7.454505107979721e-9,30-1,Copper Sulfate (500µM),1,-87
TSS_1414_storz_regulondb,0.00022933263008599733,30-1,Copper Sulfate (500µM),1,-86
TSS_1414_storz_regulondb,0.00025640854585494335,30-1,Copper Sulfate (500µM),1,-85
TSS_1414_storz_regulondb,1.4670576976556207e-5,30-1,Copper Sulfate (500µM),1,-84
TSS_1414_storz_regulondb,0.0008030590338965983,30-1,Copper Sulfate (500µM),1,-83
TSS_1414_storz_regulondb,0.000547110156591789,30-1,Copper Sulfate (500µM),1,-82
TSS_1414_storz_regulondb,0.0009781183551439022,30-1,Copper Sulfate (500µM),1,-81
TSS_1414_storz_regulondb,0.0002911526280732768,30-1,Copper Sulfate (500µM),1,-80
TSS_1414_storz_regulondb,7.677618897414425e-6,30-1,Copper Sulfate (500µM),1,-79
TSS_1414_storz_regulondb,0.002232834501580707,30-1,Copper Sulfate (500µM),1,-78
TSS_1414_storz_regulondb,0.00030382172353079096,30-1,Copper Sulfate (500µM),1,-77
TSS_1414_storz_regulondb,3.902663591775113e-5,30-1,Copper Sulfate (500µM),1,-76
TSS_1414_storz_regulondb,9.661634207417356e-5,30-1,Copper Sulfate (500µM),1,-75
TSS_1414_storz_regulondb,0.0007912076282702019,30-1,Copper Sulfate (500µM),1,-74
TSS_1414_storz_regulondb,0.0010288590313854776,30-1,Copper Sulfate (500µM),1,-73
TSS_1414_storz_regulondb,0.004392492125013461,30-1,Copper Sulfate (500µM),1,-72
TSS_1414_storz_regulondb,9.5463189887056e-6,30-1,Copper Sulfate (500µM),1,-71
TSS_1414_storz_regulondb,0.001027010934356253,30-1,Copper Sulfate (500µM),1,-70
TSS_1414_storz_regulondb,1.2153834862456935e-5,30-1,Copper Sulfate (500µM),1,-69
TSS_1414_storz_regulondb,4.845146734834527e-6,30-1,Copper Sulfate (500µM),1,-68
TSS_1414_storz_regulondb,0.0007747671084052353,30-1,Copper Sulfate (500µM),1,-67
TSS_1414_storz_regulondb,0.0009076902751890634,30-1,Copper Sulfate (500µM),1,-66
