promoter,mut_info,growth_condition,growth_condition_info,replicate,pos
TSS_1414_storz_regulondb,1.0185420472925478e-5,15-3,Magnesium starvation,3,-115
TSS_1414_storz_regulondb,2.5420367457372863e-5,15-3,Magnesium starvation,3,-114
TSS_1414_storz_regulondb,3.7781883755414955e-5,15-3,Magnesium starvation,3,-113
TSS_1414_storz_regulondb,9.643092131065775e-5,15-3,Magnesium starvation,3,-112
TSS_1414_storz_regulondb,0.0005589954899520994,15-3,Magnesium starvation,3,-111
TSS_1414_storz_regulondb,9.201821282282655e-6,15-3,Magnesium starvation,3,-110
TSS_1414_storz_regulondb,0.00021610041000317496,15-3,Magnesium starvation,3,-109
TSS_1414_storz_regulondb,0.0004831640109723189,15-3,Magnesium starvation,3,-108
TSS_1414_storz_regulondb,0.00015889997194343166,15-3,Magnesium starvation,3,-107
TSS_1414_storz_regulondb,1.5184792297047531e-5,15-3,Magnesium starvation,3,-106
TSS_1414_storz_regulondb,1.7563005661310784e-5,15-3,Magnesium starvation,3,-105
TSS_1414_storz_regulondb,1.2357129580189193e-5,15-3,Magnesium starvation,3,-104
TSS_1414_storz_regulondb,3.7581985081031033e-8,15-3,Magnesium starvation,3,-103
TSS_1414_storz_regulondb,1.2600439925496078e-5,15-3,Magnesium starvation,3,-102
TSS_1414_storz_regulondb,0.0008453888409001411,15-3,Magnesium starvation,3,-101
TSS_1414_storz_regulondb,4.767710012959373e-6,15-3,Magnesium starvation,3,-100
TSS_1414_storz_regulondb,0.00020379598520366094,15-3,Magnesium starvation,3,-99
TSS_1414_storz_regulondb,4.452842155440169e-6,15-3,Magnesium starvation,3,-98
TSS_1414_storz_regulondb,0.0004936135524745422,15-3,Magnesium starvation,3,-97
TSS_1414_storz_regulondb,0.0002096551501854422,15-3,Magnesium starvation,3,-96
TSS_1414_storz_regulondb,2.6325760466474083e-5,15-3,Magnesium starvation,3,-95
TSS_1414_storz_regulondb,1.471624884032607e-5,15-3,Magnesium starvation,3,-94
TSS_1414_storz_regulondb,3.7416633750044274e-6,15-3,Magnesium starvation,3,-93
TSS_1414_storz_regulondb,0.0009944496972553226,15-3,Magnesium starvation,3,-92
TSS_1414_storz_regulondb,7.540850784534781e-7,15-3,Magnesium starvation,3,-91
TSS_1414_storz_regulondb,0.0003537441580145186,15-3,Magnesium starvation,3,-90
TSS_1414_storz_regulondb,0.00021369245708713434,15-3,Magnesium starvation,3,-89
TSS_1414_storz_regulondb,5.6187637147600924e-8,15-3,Magnesium starvation,3,-88
TSS_1414_storz_regulondb,2.2416118577236284e-5,15-3,Magnesium starvation,3,-87
TSS_1414_storz_regulondb,0.0009158976244226479,15-3,Magnesium starvation,3,-86
TSS_1414_storz_regulondb,0.00042891594020398865,15-3,Magnesium starvation,3,-85
TSS_1414_storz_regulondb,8.173900146854528e-5,15-3,Magnesium starvation,3,-84
TSS_1414_storz_regulondb,0.00011078907809914003,15-3,Magnesium starvation,3,-83
TSS_1414_storz_regulondb,1.711332577738708e-5,15-3,Magnesium starvation,3,-82
TSS_1414_storz_regulondb,6.240078964989668e-5,15-3,Magnesium starvation,3,-81
TSS_1414_storz_regulondb,2.0674701875329164e-5,15-3,Magnesium starvation,3,-80
TSS_1414_storz_regulondb,8.864005355989617e-5,15-3,Magnesium starvation,3,-79
TSS_1414_storz_regulondb,0.0005980659075078424,15-3,Magnesium starvation,3,-78
TSS_1414_storz_regulondb,2.190188279745423e-6,15-3,Magnesium starvation,3,-77
TSS_1414_storz_regulondb,0.00037376948340433775,15-3,Magnesium starvation,3,-76
TSS_1414_storz_regulondb,4.5565094189109435e-5,15-3,Magnesium starvation,3,-75
TSS_1414_storz_regulondb,5.342030585450295e-5,15-3,Magnesium starvation,3,-74
TSS_1414_storz_regulondb,0.0006453309930663899,15-3,Magnesium starvation,3,-73
TSS_1414_storz_regulondb,0.0003321029598085789,15-3,Magnesium starvation,3,-72
TSS_1414_storz_regulondb,0.00021577476302513804,15-3,Magnesium starvation,3,-71
TSS_1414_storz_regulondb,7.640696134653775e-5,15-3,Magnesium starvation,3,-70
TSS_1414_storz_regulondb,1.6354072303859405e-5,15-3,Magnesium starvation,3,-69
TSS_1414_storz_regulondb,0.0001441081159234115,15-3,Magnesium starvation,3,-68
TSS_1414_storz_regulondb,3.7498041325460156e-5,15-3,Magnesium starvation,3,-67
TSS_1414_storz_regulondb,0.00047951702727052486,15-3,Magnesium starvation,3,-66
TSS_1414_storz_regulondb,2.562353993055226e-7,15-3,Magnesium starvation,3,-65
TSS_1414_storz_regulondb,0.0001790555353411512,15-3,Magnesium starvation,3,-64
TSS_1414_storz_regulondb,0.0002561185465115158,15-3,Magnesium starvation,3,-63
TSS_1414_storz_regulondb,0.00037968333484437577,15-3,Magnesium starvation,3,-62
TSS_1414_storz_regulondb,0.0001004435555005006,15-3,Magnesium starvation,3,-61
TSS_1414_storz_regulondb,3.56598240003835e-5,15-3,Magnesium starvation,3,-60
TSS_1414_storz_regulondb,0.0001176076998812255,15-3,Magnesium starvation,3,-59
TSS_1414_storz_regulondb,8.552437545767625e-6,15-3,Magnesium starvation,3,-58
TSS_1414_storz_regulondb,6.831408708857277e-5,15-3,Magnesium starvation,3,-57
TSS_1414_storz_regulondb,2.0951364451527073e-5,15-3,Magnesium starvation,3,-56
TSS_1414_storz_regulondb,0.000371864153127747,15-3,Magnesium starvation,3,-55
TSS_1414_storz_regulondb,2.7489071250626283e-6,15-3,Magnesium starvation,3,-54
TSS_1414_storz_regulondb,8.989705137100448e-6,15-3,Magnesium starvation,3,-53
TSS_1414_storz_regulondb,0.0005778036571548904,15-3,Magnesium starvation,3,-52
TSS_1414_storz_regulondb,0.00045436650170669387,15-3,Magnesium starvation,3,-51
TSS_1414_storz_regulondb,4.857592367702021e-6,15-3,Magnesium starvation,3,-50
TSS_1414_storz_regulondb,3.250354504491667e-5,15-3,Magnesium starvation,3,-49
