promoter,mut_info,growth_condition,growth_condition_info,replicate,pos
TSS_1414_storz_regulondb,0.0004216149301393621,38-3,Copper Sulfate (2mM),3,-115
TSS_1414_storz_regulondb,3.488934138418326e-5,38-3,Copper Sulfate (2mM),3,-114
TSS_1414_storz_regulondb,0.00016547243673505378,38-3,Copper Sulfate (2mM),3,-113
TSS_1414_storz_regulondb,0.00014622466831638956,38-3,Copper Sulfate (2mM),3,-112
TSS_1414_storz_regulondb,1.6179708889269505e-5,38-3,Copper Sulfate (2mM),3,-111
TSS_1414_storz_regulondb,0.0002803626292638929,38-3,Copper Sulfate (2mM),3,-110
TSS_1414_storz_regulondb,0.00015700844397327366,38-3,Copper Sulfate (2mM),3,-109
TSS_1414_storz_regulondb,0.0009111746823737468,38-3,Copper Sulfate (2mM),3,-108
TSS_1414_storz_regulondb,2.634444725519618e-5,38-3,Copper Sulfate (2mM),3,-107
TSS_1414_storz_regulondb,5.415601032731851e-5,38-3,Copper Sulfate (2mM),3,-106
TSS_1414_storz_regulondb,0.0008141974254866234,38-3,Copper Sulfate (2mM),3,-105
TSS_1414_storz_regulondb,0.00021361180041380842,38-3,Copper Sulfate (2mM),3,-104
TSS_1414_storz_regulondb,0.00010550060864305145,38-3,Copper Sulfate (2mM),3,-103
TSS_1414_storz_regulondb,0.0002645568533655822,38-3,Copper Sulfate (2mM),3,-102
TSS_1414_storz_regulondb,0.00022877378459769523,38-3,Copper Sulfate (2mM),3,-101
TSS_1414_storz_regulondb,5.080323509049642e-5,38-3,Copper Sulfate (2mM),3,-100
TSS_1414_storz_regulondb,1.8713354963455177e-5,38-3,Copper Sulfate (2mM),3,-99
TSS_1414_storz_regulondb,1.7755660837979548e-5,38-3,Copper Sulfate (2mM),3,-98
TSS_1414_storz_regulondb,8.679729120070461e-6,38-3,Copper Sulfate (2mM),3,-97
TSS_1414_storz_regulondb,0.00018792033093567887,38-3,Copper Sulfate (2mM),3,-96
TSS_1414_storz_regulondb,0.000582460325007801,38-3,Copper Sulfate (2mM),3,-95
TSS_1414_storz_regulondb,2.2458422921489544e-6,38-3,Copper Sulfate (2mM),3,-94
TSS_1414_storz_regulondb,0.00019443656108995714,38-3,Copper Sulfate (2mM),3,-93
TSS_1414_storz_regulondb,0.00034334357766157425,38-3,Copper Sulfate (2mM),3,-92
TSS_1414_storz_regulondb,6.340019978149985e-5,38-3,Copper Sulfate (2mM),3,-91
TSS_1414_storz_regulondb,0.0002603221184809294,38-3,Copper Sulfate (2mM),3,-90
TSS_1414_storz_regulondb,6.245880620008742e-5,38-3,Copper Sulfate (2mM),3,-89
