promoter,mut_info,growth_condition,growth_condition_info,replicate,pos
TSS_1414_storz_regulondb,0.0006022071461516728,34-1,Anaerobic,1,-115
TSS_1414_storz_regulondb,0.00020973471429760375,34-1,Anaerobic,1,-114
TSS_1414_storz_regulondb,0.00014452948842392675,34-1,Anaerobic,1,-113
TSS_1414_storz_regulondb,0.00019660809822721632,34-1,Anaerobic,1,-112
TSS_1414_storz_regulondb,0.00018241705798360992,34-1,Anaerobic,1,-111
TSS_1414_storz_regulondb,0.00035969378951537616,34-1,Anaerobic,1,-110
TSS_1414_storz_regulondb,0.0002113389766010055,34-1,Anaerobic,1,-109
TSS_1414_storz_regulondb,0.00023455832483333487,34-1,Anaerobic,1,-108
TSS_1414_storz_regulondb,0.00016157461864627944,34-1,Anaerobic,1,-107
TSS_1414_storz_regulondb,5.744294605572074e-5,34-1,Anaerobic,1,-106
TSS_1414_storz_regulondb,0.00021116905988366333,34-1,Anaerobic,1,-105
TSS_1414_storz_regulondb,0.0005925412567187342,34-1,Anaerobic,1,-104
TSS_1414_storz_regulondb,5.331862279201057e-5,34-1,Anaerobic,1,-103
TSS_1414_storz_regulondb,1.4831997635488849e-5,34-1,Anaerobic,1,-102
TSS_1414_storz_regulondb,0.00021790084599332448,34-1,Anaerobic,1,-101
TSS_1414_storz_regulondb,0.00021627219813022923,34-1,Anaerobic,1,-100
TSS_1414_storz_regulondb,0.00016764444941803902,34-1,Anaerobic,1,-99
TSS_1414_storz_regulondb,0.00012156939317730514,34-1,Anaerobic,1,-98
TSS_1414_storz_regulondb,0.00012124890133311753,34-1,Anaerobic,1,-97
TSS_1414_storz_regulondb,3.475295780897025e-7,34-1,Anaerobic,1,-96
TSS_1414_storz_regulondb,0.0005503735733963996,34-1,Anaerobic,1,-95
TSS_1414_storz_regulondb,0.0004421740038464284,34-1,Anaerobic,1,-94
TSS_1414_storz_regulondb,0.000404328115504813,34-1,Anaerobic,1,-93
TSS_1414_storz_regulondb,0.0014433939878652994,34-1,Anaerobic,1,-92
TSS_1414_storz_regulondb,0.0001220707693970098,34-1,Anaerobic,1,-91
TSS_1414_storz_regulondb,0.0013272296726639272,34-1,Anaerobic,1,-90
TSS_1414_storz_regulondb,3.739548737153849e-5,34-1,Anaerobic,1,-89
TSS_1414_storz_regulondb,0.00010067261485754162,34-1,Anaerobic,1,-88
TSS_1414_storz_regulondb,0.0005188721924661742,34-1,Anaerobic,1,-87
TSS_1414_storz_regulondb,8.949820591189575e-7,34-1,Anaerobic,1,-86
TSS_1414_storz_regulondb,0.00030353396056827936,34-1,Anaerobic,1,-85
TSS_1414_storz_regulondb,2.2001843018292985e-5,34-1,Anaerobic,1,-84
TSS_1414_storz_regulondb,0.00013830665369041987,34-1,Anaerobic,1,-83
TSS_1414_storz_regulondb,0.0005222158723390052,34-1,Anaerobic,1,-82
TSS_1414_storz_regulondb,1.4643128766072405e-5,34-1,Anaerobic,1,-81
TSS_1414_storz_regulondb,0.00034343027864436326,34-1,Anaerobic,1,-80
TSS_1414_storz_regulondb,0.0004845859900766622,34-1,Anaerobic,1,-79
TSS_1414_storz_regulondb,0.0006191392905805122,34-1,Anaerobic,1,-78
TSS_1414_storz_regulondb,0.00047077703075933293,34-1,Anaerobic,1,-77
TSS_1414_storz_regulondb,6.90167138489991e-5,34-1,Anaerobic,1,-76
TSS_1414_storz_regulondb,0.0003088434646761574,34-1,Anaerobic,1,-75
TSS_1414_storz_regulondb,0.002117084653643764,34-1,Anaerobic,1,-74
TSS_1414_storz_regulondb,0.00033659528154522233,34-1,Anaerobic,1,-73
TSS_1414_storz_regulondb,0.0011971915738445667,34-1,Anaerobic,1,-72
TSS_1414_storz_regulondb,0.0002374688184324531,34-1,Anaerobic,1,-71
TSS_1414_storz_regulondb,8.87946708567457e-5,34-1,Anaerobic,1,-70
TSS_1414_storz_regulondb,0.0005756153696487914,34-1,Anaerobic,1,-69
TSS_1414_storz_regulondb,0.00010522371629430229,34-1,Anaerobic,1,-68
TSS_1414_storz_regulondb,3.974575946731401e-5,34-1,Anaerobic,1,-67
TSS_1414_storz_regulondb,0.00037450434913076803,34-1,Anaerobic,1,-66
TSS_1414_storz_regulondb,3.669360955632097e-5,34-1,Anaerobic,1,-65
TSS_1414_storz_regulondb,0.00030092670827627874,34-1,Anaerobic,1,-64
TSS_1414_storz_regulondb,2.6155293530199858e-5,34-1,Anaerobic,1,-63
TSS_1414_storz_regulondb,0.00030812674813244026,34-1,Anaerobic,1,-62
TSS_1414_storz_regulondb,0.00041719229805961024,34-1,Anaerobic,1,-61
TSS_1414_storz_regulondb,2.9209263456386357e-5,34-1,Anaerobic,1,-60
TSS_1414_storz_regulondb,3.578140360694401e-5,34-1,Anaerobic,1,-59
TSS_1414_storz_regulondb,6.274007660273537e-5,34-1,Anaerobic,1,-58
TSS_1414_storz_regulondb,0.0005109240857098128,34-1,Anaerobic,1,-57
TSS_1414_storz_regulondb,0.00035225152831412296,34-1,Anaerobic,1,-56
TSS_1414_storz_regulondb,0.00031048046907588157,34-1,Anaerobic,1,-55
TSS_1414_storz_regulondb,0.00015558000690745052,34-1,Anaerobic,1,-54
TSS_1414_storz_regulondb,8.211857792131405e-5,34-1,Anaerobic,1,-53
TSS_1414_storz_regulondb,5.781272934217603e-6,34-1,Anaerobic,1,-52
TSS_1414_storz_regulondb,0.0006034004251282603,34-1,Anaerobic,1,-51
TSS_1414_storz_regulondb,2.1464568786874055e-6,34-1,Anaerobic,1,-50
TSS_1414_storz_regulondb,0.0007922271929624381,34-1,Anaerobic,1,-49
TSS_1414_storz_regulondb,9.02338300016489e-5,34-1,Anaerobic,1,-48
TSS_1414_storz_regulondb,1.3836970094095909e-6,34-1,Anaerobic,1,-47
TSS_1414_storz_regulondb,0.00036589544240816976,34-1,Anaerobic,1,-46
TSS_1414_storz_regulondb,0.00031318535890236237,34-1,Anaerobic,1,-45
TSS_1414_storz_regulondb,0.0001786649568883635,34-1,Anaerobic,1,-44
TSS_1414_storz_regulondb,0.00020836440348913528,34-1,Anaerobic,1,-43
TSS_1414_storz_regulondb,0.0002899370338629529,34-1,Anaerobic,1,-42
TSS_1414_storz_regulondb,0.0010475234597941765,34-1,Anaerobic,1,-41
TSS_1414_storz_regulondb,0.00016797128107324134,34-1,Anaerobic,1,-40
TSS_1414_storz_regulondb,0.002536993094701694,34-1,Anaerobic,1,-39
TSS_1414_storz_regulondb,0.0017817431756238181,34-1,Anaerobic,1,-38
TSS_1414_storz_regulondb,0.0003683407673655695,34-1,Anaerobic,1,-37
TSS_1414_storz_regulondb,4.654874176963789e-5,34-1,Anaerobic,1,-36
TSS_1414_storz_regulondb,0.0008128276358016408,34-1,Anaerobic,1,-35
TSS_1414_storz_regulondb,0.0001406153098348615,34-1,Anaerobic,1,-34
TSS_1414_storz_regulondb,0.0022620384471725794,34-1,Anaerobic,1,-33
TSS_1414_storz_regulondb,4.306319985091195e-5,34-1,Anaerobic,1,-32
TSS_1414_storz_regulondb,0.000516686919270406,34-1,Anaerobic,1,-31
TSS_1414_storz_regulondb,6.13198975721826e-5,34-1,Anaerobic,1,-30
TSS_1414_storz_regulondb,0.00010860679328556161,34-1,Anaerobic,1,-29
TSS_1414_storz_regulondb,1.3118483867408928e-5,34-1,Anaerobic,1,-28
TSS_1414_storz_regulondb,2.6395578090330943e-6,34-1,Anaerobic,1,-27
TSS_1414_storz_regulondb,0.002816745344304993,34-1,Anaerobic,1,-26
TSS_1414_storz_regulondb,0.008440780890031491,34-1,Anaerobic,1,-25
TSS_1414_storz_regulondb,0.0002636211898023105,34-1,Anaerobic,1,-24
