promoter,mut_info,growth_condition,growth_condition_info,replicate,pos
TSS_1414_storz_regulondb,0.0002583543597640763,24-2,"2,2-Dipyridyl",2,-115
TSS_1414_storz_regulondb,6.216389832552731e-5,24-2,"2,2-Dipyridyl",2,-114
TSS_1414_storz_regulondb,0.00021862487276490955,24-2,"2,2-Dipyridyl",2,-113
TSS_1414_storz_regulondb,4.930721848546101e-5,24-2,"2,2-Dipyridyl",2,-112
TSS_1414_storz_regulondb,0.00012674101972887358,24-2,"2,2-Dipyridyl",2,-111
TSS_1414_storz_regulondb,3.494895458231698e-7,24-2,"2,2-Dipyridyl",2,-110
TSS_1414_storz_regulondb,4.594297654143673e-7,24-2,"2,2-Dipyridyl",2,-109
TSS_1414_storz_regulondb,7.153003111729037e-5,24-2,"2,2-Dipyridyl",2,-108
TSS_1414_storz_regulondb,0.00019863351345267657,24-2,"2,2-Dipyridyl",2,-107
TSS_1414_storz_regulondb,4.993664030512575e-5,24-2,"2,2-Dipyridyl",2,-106
TSS_1414_storz_regulondb,6.223695388775342e-6,24-2,"2,2-Dipyridyl",2,-105
TSS_1414_storz_regulondb,0.00017038603845463208,24-2,"2,2-Dipyridyl",2,-104
TSS_1414_storz_regulondb,8.877382081605694e-5,24-2,"2,2-Dipyridyl",2,-103
TSS_1414_storz_regulondb,8.150335191198861e-5,24-2,"2,2-Dipyridyl",2,-102
TSS_1414_storz_regulondb,1.0496033175483115e-5,24-2,"2,2-Dipyridyl",2,-101
TSS_1414_storz_regulondb,0.00010232260930637788,24-2,"2,2-Dipyridyl",2,-100
TSS_1414_storz_regulondb,2.22413018715153e-5,24-2,"2,2-Dipyridyl",2,-99
TSS_1414_storz_regulondb,5.539806688970467e-8,24-2,"2,2-Dipyridyl",2,-98
TSS_1414_storz_regulondb,2.5634191730908133e-5,24-2,"2,2-Dipyridyl",2,-97
TSS_1414_storz_regulondb,0.0002996004291104977,24-2,"2,2-Dipyridyl",2,-96
TSS_1414_storz_regulondb,8.814698707782279e-5,24-2,"2,2-Dipyridyl",2,-95
TSS_1414_storz_regulondb,7.522450152772412e-7,24-2,"2,2-Dipyridyl",2,-94
TSS_1414_storz_regulondb,2.1222142717448422e-5,24-2,"2,2-Dipyridyl",2,-93
TSS_1414_storz_regulondb,0.00026957207899976684,24-2,"2,2-Dipyridyl",2,-92
TSS_1414_storz_regulondb,4.1561970163722975e-6,24-2,"2,2-Dipyridyl",2,-91
