promoter,mut_info,growth_condition,growth_condition_info,replicate,pos
TSS_1414_storz_regulondb,1.0409415934470312e-5,17-1,Sodium Salicytate (induction),1,-115
TSS_1414_storz_regulondb,0.0009781865738744087,17-1,Sodium Salicytate (induction),1,-114
TSS_1414_storz_regulondb,0.001029972017915626,17-1,Sodium Salicytate (induction),1,-113
TSS_1414_storz_regulondb,0.0010943744718580617,17-1,Sodium Salicytate (induction),1,-112
TSS_1414_storz_regulondb,0.0003736087878046931,17-1,Sodium Salicytate (induction),1,-111
TSS_1414_storz_regulondb,0.0014679217095780218,17-1,Sodium Salicytate (induction),1,-110
TSS_1414_storz_regulondb,0.0008957955570397498,17-1,Sodium Salicytate (induction),1,-109
TSS_1414_storz_regulondb,4.290644637783801e-5,17-1,Sodium Salicytate (induction),1,-108
TSS_1414_storz_regulondb,1.4666367241861905e-5,17-1,Sodium Salicytate (induction),1,-107
TSS_1414_storz_regulondb,6.695591494635094e-6,17-1,Sodium Salicytate (induction),1,-106
TSS_1414_storz_regulondb,0.00015962246862278413,17-1,Sodium Salicytate (induction),1,-105
TSS_1414_storz_regulondb,0.0003535645638805922,17-1,Sodium Salicytate (induction),1,-104
TSS_1414_storz_regulondb,7.507553009592676e-5,17-1,Sodium Salicytate (induction),1,-103
TSS_1414_storz_regulondb,0.00041708345658234523,17-1,Sodium Salicytate (induction),1,-102
TSS_1414_storz_regulondb,0.0007657441174796281,17-1,Sodium Salicytate (induction),1,-101
TSS_1414_storz_regulondb,3.83705019395969e-6,17-1,Sodium Salicytate (induction),1,-100
TSS_1414_storz_regulondb,1.6961313158191018e-5,17-1,Sodium Salicytate (induction),1,-99
TSS_1414_storz_regulondb,0.00010491599280021196,17-1,Sodium Salicytate (induction),1,-98
TSS_1414_storz_regulondb,3.287226404882456e-6,17-1,Sodium Salicytate (induction),1,-97
TSS_1414_storz_regulondb,8.873937551406906e-5,17-1,Sodium Salicytate (induction),1,-96
TSS_1414_storz_regulondb,0.00010083311319278483,17-1,Sodium Salicytate (induction),1,-95
TSS_1414_storz_regulondb,3.887504221297949e-5,17-1,Sodium Salicytate (induction),1,-94
TSS_1414_storz_regulondb,0.0012923583691414739,17-1,Sodium Salicytate (induction),1,-93
TSS_1414_storz_regulondb,9.300857667076659e-5,17-1,Sodium Salicytate (induction),1,-92
TSS_1414_storz_regulondb,8.647163442135385e-5,17-1,Sodium Salicytate (induction),1,-91
TSS_1414_storz_regulondb,0.00014557143908496125,17-1,Sodium Salicytate (induction),1,-90
TSS_1414_storz_regulondb,1.2963754507847969e-5,17-1,Sodium Salicytate (induction),1,-89
TSS_1414_storz_regulondb,0.00029704350521614006,17-1,Sodium Salicytate (induction),1,-88
TSS_1414_storz_regulondb,0.0013290957074236342,17-1,Sodium Salicytate (induction),1,-87
TSS_1414_storz_regulondb,0.0006862100405531446,17-1,Sodium Salicytate (induction),1,-86
TSS_1414_storz_regulondb,0.00022878202140311568,17-1,Sodium Salicytate (induction),1,-85
