promoter,mut_info,growth_condition,growth_condition_info,replicate,pos
TSS_1414_storz_regulondb,0.0031739848927979184,22-2,2pH (HCl),2,-115
TSS_1414_storz_regulondb,5.923166287483388e-5,22-2,2pH (HCl),2,-114
TSS_1414_storz_regulondb,0.0002203779394337451,22-2,2pH (HCl),2,-113
TSS_1414_storz_regulondb,0.0009235813507495454,22-2,2pH (HCl),2,-112
TSS_1414_storz_regulondb,0.0018024646707594308,22-2,2pH (HCl),2,-111
TSS_1414_storz_regulondb,0.0009614503550812396,22-2,2pH (HCl),2,-110
TSS_1414_storz_regulondb,0.00010408028549429519,22-2,2pH (HCl),2,-109
TSS_1414_storz_regulondb,5.3154982819231516e-5,22-2,2pH (HCl),2,-108
TSS_1414_storz_regulondb,0.0002997918718257546,22-2,2pH (HCl),2,-107
TSS_1414_storz_regulondb,0.002330765323324366,22-2,2pH (HCl),2,-106
TSS_1414_storz_regulondb,3.328689158658515e-5,22-2,2pH (HCl),2,-105
TSS_1414_storz_regulondb,0.0005383754995414046,22-2,2pH (HCl),2,-104
TSS_1414_storz_regulondb,1.747007285287207e-5,22-2,2pH (HCl),2,-103
TSS_1414_storz_regulondb,0.0002774261325438447,22-2,2pH (HCl),2,-102
TSS_1414_storz_regulondb,0.0005256092022286859,22-2,2pH (HCl),2,-101
TSS_1414_storz_regulondb,0.0001644527357945679,22-2,2pH (HCl),2,-100
TSS_1414_storz_regulondb,0.0008363732660628415,22-2,2pH (HCl),2,-99
TSS_1414_storz_regulondb,0.00026131847248338225,22-2,2pH (HCl),2,-98
TSS_1414_storz_regulondb,6.786591699245318e-6,22-2,2pH (HCl),2,-97
TSS_1414_storz_regulondb,0.00027111421479436744,22-2,2pH (HCl),2,-96
TSS_1414_storz_regulondb,0.0020600734696908877,22-2,2pH (HCl),2,-95
TSS_1414_storz_regulondb,0.0006268347320857884,22-2,2pH (HCl),2,-94
TSS_1414_storz_regulondb,0.004944751028462433,22-2,2pH (HCl),2,-93
TSS_1414_storz_regulondb,0.00023212247306824514,22-2,2pH (HCl),2,-92
TSS_1414_storz_regulondb,0.0015031076466303188,22-2,2pH (HCl),2,-91
TSS_1414_storz_regulondb,0.0008708527356086349,22-2,2pH (HCl),2,-90
TSS_1414_storz_regulondb,2.065549342678951e-5,22-2,2pH (HCl),2,-89
TSS_1414_storz_regulondb,0.00016898819660805808,22-2,2pH (HCl),2,-88
TSS_1414_storz_regulondb,0.00011924100177531077,22-2,2pH (HCl),2,-87
TSS_1414_storz_regulondb,0.0007273020440393806,22-2,2pH (HCl),2,-86
TSS_1414_storz_regulondb,0.005333254287484209,22-2,2pH (HCl),2,-85
TSS_1414_storz_regulondb,0.00045542976032517894,22-2,2pH (HCl),2,-84
TSS_1414_storz_regulondb,0.00013240530539200069,22-2,2pH (HCl),2,-83
TSS_1414_storz_regulondb,0.0013660064079334209,22-2,2pH (HCl),2,-82
TSS_1414_storz_regulondb,0.00014332247730247097,22-2,2pH (HCl),2,-81
TSS_1414_storz_regulondb,7.832704367125628e-5,22-2,2pH (HCl),2,-80
TSS_1414_storz_regulondb,0.0010975228214377304,22-2,2pH (HCl),2,-79
TSS_1414_storz_regulondb,0.006211124252683969,22-2,2pH (HCl),2,-78
TSS_1414_storz_regulondb,3.92564515132273e-5,22-2,2pH (HCl),2,-77
TSS_1414_storz_regulondb,0.0002627653273842277,22-2,2pH (HCl),2,-76
TSS_1414_storz_regulondb,0.0012183752713734227,22-2,2pH (HCl),2,-75
TSS_1414_storz_regulondb,0.0029778814256953834,22-2,2pH (HCl),2,-74
TSS_1414_storz_regulondb,0.00034660612191696714,22-2,2pH (HCl),2,-73
TSS_1414_storz_regulondb,0.0011221780852761955,22-2,2pH (HCl),2,-72
TSS_1414_storz_regulondb,4.209397307027821e-5,22-2,2pH (HCl),2,-71
TSS_1414_storz_regulondb,0.00035089020711205014,22-2,2pH (HCl),2,-70
TSS_1414_storz_regulondb,6.813597941268982e-5,22-2,2pH (HCl),2,-69
TSS_1414_storz_regulondb,0.00033753286321889196,22-2,2pH (HCl),2,-68
TSS_1414_storz_regulondb,0.0011154251446634199,22-2,2pH (HCl),2,-67
TSS_1414_storz_regulondb,0.0003503363451883351,22-2,2pH (HCl),2,-66
TSS_1414_storz_regulondb,7.271778223370958e-5,22-2,2pH (HCl),2,-65
TSS_1414_storz_regulondb,0.0006679498477492867,22-2,2pH (HCl),2,-64
TSS_1414_storz_regulondb,0.001303134908507515,22-2,2pH (HCl),2,-63
TSS_1414_storz_regulondb,0.00018755806173341915,22-2,2pH (HCl),2,-62
TSS_1414_storz_regulondb,7.649551213893824e-5,22-2,2pH (HCl),2,-61
TSS_1414_storz_regulondb,0.00033567109583995235,22-2,2pH (HCl),2,-60
TSS_1414_storz_regulondb,0.0005011579231371218,22-2,2pH (HCl),2,-59
TSS_1414_storz_regulondb,0.0002448239053286566,22-2,2pH (HCl),2,-58
TSS_1414_storz_regulondb,0.0009151955653246471,22-2,2pH (HCl),2,-57
TSS_1414_storz_regulondb,0.0007404818171932483,22-2,2pH (HCl),2,-56
TSS_1414_storz_regulondb,2.7278622108167653e-5,22-2,2pH (HCl),2,-55
TSS_1414_storz_regulondb,0.0006997174794526485,22-2,2pH (HCl),2,-54
TSS_1414_storz_regulondb,0.00021645220504439532,22-2,2pH (HCl),2,-53
TSS_1414_storz_regulondb,0.0015293398395893054,22-2,2pH (HCl),2,-52
TSS_1414_storz_regulondb,0.004662896697095636,22-2,2pH (HCl),2,-51
TSS_1414_storz_regulondb,1.4128724172017462e-6,22-2,2pH (HCl),2,-50
TSS_1414_storz_regulondb,0.0013021253037871616,22-2,2pH (HCl),2,-49
TSS_1414_storz_regulondb,0.001512243808532725,22-2,2pH (HCl),2,-48
TSS_1414_storz_regulondb,0.0009989379443820692,22-2,2pH (HCl),2,-47
TSS_1414_storz_regulondb,0.00016296272762287168,22-2,2pH (HCl),2,-46
TSS_1414_storz_regulondb,0.00010101813764491025,22-2,2pH (HCl),2,-45
TSS_1414_storz_regulondb,0.000442506694756299,22-2,2pH (HCl),2,-44
TSS_1414_storz_regulondb,1.8312476882183953e-5,22-2,2pH (HCl),2,-43
TSS_1414_storz_regulondb,0.0009033658094789281,22-2,2pH (HCl),2,-42
TSS_1414_storz_regulondb,0.0008384129753620387,22-2,2pH (HCl),2,-41
TSS_1414_storz_regulondb,0.0007674800175184668,22-2,2pH (HCl),2,-40
TSS_1414_storz_regulondb,0.0017181023119923217,22-2,2pH (HCl),2,-39
TSS_1414_storz_regulondb,0.0028231716725161463,22-2,2pH (HCl),2,-38
TSS_1414_storz_regulondb,0.0020075393265210767,22-2,2pH (HCl),2,-37
TSS_1414_storz_regulondb,2.5083402968632817e-5,22-2,2pH (HCl),2,-36
TSS_1414_storz_regulondb,0.00045641511236360014,22-2,2pH (HCl),2,-35
TSS_1414_storz_regulondb,0.0006370000306808532,22-2,2pH (HCl),2,-34
TSS_1414_storz_regulondb,0.002179496278292583,22-2,2pH (HCl),2,-33
TSS_1414_storz_regulondb,0.0003259593444801404,22-2,2pH (HCl),2,-32
TSS_1414_storz_regulondb,1.4801822539010153e-5,22-2,2pH (HCl),2,-31
